문장번호,문장내용,형태소(품사),형태소(단어만)
253,"날마당 나오던 소리를 느닷읎이 못 나오게 헌담 말잉가?""
 이러한 무정지책에 대복이는 유구무언","[('날', 'Noun'), ('마당', 'Noun'), ('나오다', 'Verb'), ('소리', 'Noun'), ('를', 'Josa'), ('느닷읎', 'Noun'), ('이', 'Josa'), ('못', 'Noun'), ('나오다', 'Verb'), ('허다', 'Verb'), ('말잉', 'Noun'), ('가', 'Josa'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('이러하다', 'Adjective'), ('무정', 'Noun'), ('지', 'Josa'), ('책', 'Noun'), ('에', 'Josa'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('유구무언', 'Noun')]","['날', '마당', '나오다', '소리', '느닷읎', '못', '나오다', '허다', '말잉', '이러하다', '무정', '책', '복', '유구무언']"
254,머리만 긁적긁적합니다.,"[('머리', 'Noun'), ('만', 'Josa'), ('긁다', 'Verb'), ('적', 'Noun'), ('긁다', 'Verb'), ('적합', 'Noun'), ('니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['머리', '긁다', '적', '긁다', '적합', '니']"
255,하기야 대 복이도 처음 몇번은 방송국에서 프로그램을 그렇게 정했으니까,"[('하기야', 'Adverb'), ('대다', 'Verb'), ('복', 'Noun'), ('이', 'Suffix'), ('도', 'Josa'), ('처음', 'Noun'), ('몇번', 'Noun'), ('은', 'Josa'), ('방송국', 'Noun'), ('에서', 'Josa'), ('프로그램', 'Noun'), ('을', 'Josa'), ('그렇게', 'Adverb'), ('정', 'Noun'), ('하다', 'Verb')]","['대다', '복', '처음', '몇번', '방송국', '프로그램', '정', '하다']"
256,집에 앉아 서야 라디오를 아무리 주물러도 남도소리는 나오지 않는 법이라고 변명을 했 더랍니다.,"[('집', 'Noun'), ('에', 'Josa'), ('앉다', 'Verb'), ('서다', 'Verb'), ('라디오', 'Noun'), ('를', 'Josa'), ('아무리', 'Adverb'), ('주무르다', 'Verb'), ('남도', 'Noun'), ('소리', 'Noun'), ('는', 'Josa'), ('나오다', 'Verb'), ('않다', 'Verb'), ('법', 'Noun'), ('이라고', 'Josa'), ('변명', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('덥다', 'Adjective'), ('.', 'Punctuation')]","['집', '앉다', '서다', '라디오', '주무르다', '남도', '소리', '나오다', '않다', '법', '변명', '하다', '덥다']"
257,한다치면,"[('하다', 'Verb')]",['하다']
258,"윤직원 영감은 더럭…… ""법 이라께?","[('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('은', 'Josa'), ('더럭', 'Noun'), ('……', 'Punctuation'), ('""', 'Punctuation'), ('법', 'Noun'), ('이르다', 'Verb'), ('?', 'Punctuation')]","['윤직', '영감', '더럭', '법', '이르다']"
259,그런 개× 같은 놈의 법이 어딨당가?…… 권연시리 시방 멍청 허다구 그러닝개,"[('그렇다', 'Adjective'), ('개', 'Noun'), ('×', 'Foreign'), ('같다', 'Adjective'), ('놈', 'Noun'), ('의', 'Josa'), ('법', 'Noun'), ('이', 'Josa'), ('어딨다', 'Verb'), ('당가', 'Noun'), ('?……', 'Punctuation'), ('권연', 'Noun'), ('시리', 'Noun'), ('시방', 'Noun'), ('멍청', 'Noun'), ('허다', 'Verb'), ('그', 'Determiner'), ('러닝', 'Noun'), ('개', 'Suffix')]","['그렇다', '개', '같다', '놈', '법', '어딨다', '당가', '권연', '시리', '시방', '멍청', '허다', '러닝']"
260,"그 말은 그리두 고까워서 남한티다가 둘러씨니라구?……
 글씨 어떤 놈의 소리가 금방 엊저녁까지 들리던 소리가 오널사말구 시급스럽게 안 들리넝고?","[('그', 'Noun'), ('말', 'Noun'), ('은', 'Josa'), ('그', 'Determiner'), ('리두', 'Noun'), ('곱다', 'Adjective'), ('워', 'Noun'), ('서', 'Josa'), ('남한', 'Noun'), ('티', 'Noun'), ('다가', 'Noun'), ('두르다', 'Verb'), ('씨니', 'Noun'), ('라', 'Josa'), ('구', 'Noun'), ('?……', 'Punctuation'), ('\n ', 'Foreign'), ('글씨', 'Noun'), ('어떻다', 'Adjective'), ('놈', 'Noun'), ('의', 'Josa'), ('소리', 'Noun'), ('가', 'Josa'), ('금방', 'Noun'), ('엊저녁', 'Noun'), ('까지', 'Josa'), ('들리다', 'Verb'), ('소리', 'Noun'), ('가', 'Josa'), ('오', 'Modifier'), ('널', 'Noun'), ('사다', 'Verb'), ('시급', 'Noun'), ('스럽게', 'Josa'), ('안', 'Noun'), ('들리넝', 'Noun'), ('고', 'Josa'), ('?', 'Punctuation')]","['그', '말', '리두', '곱다', '워', '남한', '티', '다가', '두르다', '씨니', '구', '글씨', '어떻다', '놈', '소리', '금방', '엊저녁', '들리다', '소리', '널', '사다', '시급', '안', '들리넝']"
261,"지상(妓生[기생])이랑 재인광대가 다아 급살맞어 죽었다 덩가?""
 
 이렇게 반찬 먹은 고양이 잡도리하듯 지청구를 하니","[('지상', 'Noun'), ('(', 'Punctuation'), ('妓生', 'Foreign'), ('[', 'Punctuation'), ('기생', 'Noun'), ('])', 'Punctuation'), ('이랑', 'Josa'), ('재인', 'Noun'), ('광대', 'Noun'), ('가', 'Josa'), ('다', 'Noun'), ('아', 'Josa'), ('급살', 'Noun'), ('맞다', 'Verb'), ('죽다', 'Verb'), ('덩', 'Noun'), ('가', 'Josa'), ('?""', 'Punctuation'), ('\n \n ', 'Foreign'), ('이렇게', 'Adverb'), ('반찬', 'Noun'), ('먹다', 'Verb'), ('고양이', 'Noun'), ('잡다', 'Verb'), ('리하', 'Noun'), ('듯', 'Noun'), ('지청구', 'Noun'), ('를', 'Josa'), ('하니', 'Noun')]","['지상', '기생', '재인', '광대', '다', '급살', '맞다', '죽다', '덩', '반찬', '먹다', '고양이', '잡다', '리하', '듯', '지청구', '하니']"
262,실로 죽어나는 건 대 복 입니다.,"[('실로', 'Noun'), ('죽다', 'Verb'), ('건', 'Noun'), ('대다', 'Verb'), ('복', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['실로', '죽다', '건', '대다', '복', '이다']"
263,방송국에서 한동안,"[('방송국', 'Noun'), ('에서', 'Josa'), ('한동안', 'Adverb')]",['방송국']
264,꼭같은 글씨로,"[('꼭', 'Noun'), ('같다', 'Adjective'), ('글씨', 'Noun'), ('로', 'Josa')]","['꼭', '같다', '글씨']"
265,남도소리를 매일 빼지 말고 방송 해 달라는 투서를 수십 장 받은 일이 있읍니다.,"[('남도', 'Noun'), ('소리', 'Noun'), ('를', 'Josa'), ('매일', 'Noun'), ('빼다', 'Verb'), ('말고', 'Josa'), ('방송', 'Noun'), ('해', 'Noun'), ('달라', 'Noun'), ('는', 'Josa'), ('투서', 'Noun'), ('를', 'Josa'), ('수십', 'Noun'), ('장', 'Noun'), ('받다', 'Verb'), ('일이', 'Modifier'), ('있다', 'Adjective'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['남도', '소리', '매일', '빼다', '방송', '해', '달라', '투서', '수십', '장', '받다', '있다', '읍니']"
266,그게 뉘 짓인고 하니,"[('그게', 'Noun'), ('뉘', 'Noun'), ('짓다', 'Verb'), ('하니', 'Noun')]","['그게', '뉘', '짓다', '하니']"
267,대복이가 윤직원네 영감한테 지청구를 먹고는 홧김에 써보고,"[('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('윤직', 'Noun'), ('원', 'Suffix'), ('네', 'Josa'), ('영감', 'Noun'), ('한테', 'Josa'), ('지청구', 'Noun'), ('를', 'Josa'), ('먹고다', 'Verb'), ('홧김', 'Noun'), ('에', 'Josa'), ('써다', 'Verb'), ('보고', 'Noun')]","['복', '윤직', '영감', '지청구', '먹고다', '홧김', '써다', '보고']"
268,핀잔을 듣고는 폭폭하여 써보내고 하던,"[('핀잔', 'Noun'), ('을', 'Josa'), ('듣다', 'Verb'), ('폭', 'Noun'), ('폭하', 'Noun'), ('여', 'Josa'), ('써다', 'Verb'), ('보내다', 'Verb'), ('하다', 'Verb')]","['핀잔', '듣다', '폭', '폭하', '써다', '보내다', '하다']"
269,그야말로 눈물의 투서 였던 것입니다.,"[('그야말로', 'Adverb'), ('눈물', 'Noun'), ('의', 'Josa'), ('투서', 'Noun'), ('이다', 'Verb'), ('것', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['눈물', '투서', '이다', '것', '이다']"
270,윤직원 영감의 불평은 그러나 비단 그뿐이 아닙니다.,"[('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('의', 'Josa'), ('불평', 'Noun'), ('은', 'Josa'), ('그러나', 'Conjunction'), ('비단', 'Noun'), ('그', 'Determiner'), ('뿐', 'Noun'), ('이', 'Josa'), ('아니다', 'Adjective'), ('.', 'Punctuation')]","['윤직', '영감', '불평', '비단', '뿐', '아니다']"
271,소리를 기왕 할테거든 두어 시간이고 서너 시간이고 붙박이로 하지를 않고서,"[('소리', 'Noun'), ('를', 'Josa'), ('기왕', 'Noun'), ('하다', 'Verb'), ('두다', 'Verb'), ('시간', 'Noun'), ('이고', 'Josa'), ('서너', 'Noun'), ('시간', 'Noun'), ('이고', 'Josa'), ('붙박다', 'Verb'), ('하다', 'Verb'), ('않다', 'Verb')]","['소리', '기왕', '하다', '두다', '시간', '서너', '시간', '붙박다', '하다', '않다']"
272,고까짓 것 30분,"[('고까짓', 'Modifier'), ('것', 'Noun'), ('30분', 'Number')]",['것']
273,눈 깜짝할 새 감질만 내다가 그만둔다고,"[('눈', 'Noun'), ('깜짝', 'Noun'), ('하다', 'Verb'), ('새', 'Noun'), ('감다', 'Verb'), ('내', 'Determiner'), ('다가', 'Noun'), ('그만두다', 'Verb')]","['눈', '깜짝', '하다', '새', '감다', '다가', '그만두다']"
274,그래서 또 성홥니다.,"[('그래서', 'Adverb'), ('또', 'Noun'), ('성홥니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['또', '성홥니']"
275,물론 투정이요,"[('물론', 'Adverb'), ('투', 'Noun'), ('정이', 'Noun'), ('요', 'Josa')]","['투', '정이']"
276,실상인즉 혼자 속으로는 그놈의 것 돈 17원 들여서 사놓고한 달에 1원씩 내면서 그 재미를 다 보니,"[('실상', 'Noun'), ('인즉', 'Josa'), ('혼자', 'Noun'), ('속', 'Noun'), ('으로는', 'Josa'), ('그', 'Determiner'), ('놈', 'Noun'), ('의', 'Josa'), ('것', 'Noun'), ('돈', 'Noun'), ('17원', 'Number'), ('들이다', 'Verb'), ('사다', 'Verb'), ('달', 'Noun'), ('에', 'Josa'), ('1원', 'Number'), ('씩', 'Foreign'), ('내면', 'Noun'), ('서', 'Josa'), ('그', 'Noun'), ('재미', 'Noun'), ('를', 'Josa'), ('다', 'Adverb'), ('보다', 'Verb')]","['실상', '혼자', '속', '놈', '것', '돈', '들이다', '사다', '달', '내면', '그', '재미', '보다']"
277,미상불 헐키는 헐타고 은근히 좋아하지 않는 것은 아닙니다.,"[('미상불', 'Adverb'), ('헐다', 'Verb'), ('키', 'Noun'), ('는', 'Josa'), ('헐다', 'Verb'), ('타고', 'Noun'), ('은근', 'Noun'), ('히', 'Adverb'), ('좋아하다', 'Adjective'), ('않다', 'Verb'), ('것', 'Noun'), ('은', 'Josa'), ('아니다', 'Adjective'), ('.', 'Punctuation')]","['헐다', '키', '헐다', '타고', '은근', '좋아하다', '않다', '것', '아니다']"
278,"그렇지만 또 막상 청취료 1원야라를 현금으로 내주는 마당에 당해서는 라디오에 대한 불평 겸 돈 1원이 못내 아까와 서 ""그까짓 놈의 것이 무엇이라구 다달이 돈을 1원썩이나 또박또박 받어 간다냐?""
 ""그럴 티거든 새달버텀은 그만두래라!""
 이렇게 끙짜를 하기를 마지않습니다.","[('그렇지만', 'Conjunction'), ('또', 'Noun'), ('막상', 'Noun'), ('청취', 'Noun'), ('료', 'Noun'), ('1원', 'Number'), ('야라를', 'Foreign'), ('현금', 'Noun'), ('으로', 'Josa'), ('내주다', 'Verb'), ('마당', 'Noun'), ('에', 'Josa'), ('당하다', 'Adjective'), ('라디오', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('불평', 'Noun'), ('겸', 'Noun'), ('돈', 'Noun'), ('1원', 'Number'), ('이', 'Foreign'), ('못내', 'Noun'), ('아깝다', 'Adjective'), ('서다', 'Verb'), ('""', 'Punctuation'), ('그까짓', 'Noun'), ('놈', 'Noun'), ('의', 'Josa'), ('것', 'Noun'), ('이', 'Josa'), ('무엇', 'Noun'), ('이라', 'Josa'), ('구', 'Noun'), ('다달이', 'Noun'), ('돈', 'Noun'), ('을', 'Josa'), ('1원', 'Number'), ('썩이나', 'Foreign'), ('또박또박', 'Noun'), ('받다', 'Verb'), ('간다', 'Noun'), ('냐', 'Josa'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('""', 'Punctuation'), ('그렇다', 'Adjective'), ('티거', 'Noun'), ('든', 'Josa'), ('새달버텀', 'Noun'), ('은', 'Josa'), ('그만두다', 'Verb'), ('라', 'Josa'), ('!""', 'Punctuation'), ('\n ', 'Foreign'), ('이렇게', 'Adverb'), ('끙', 'Adverb'), ('짜다', 'Verb'), ('하다', 'Verb'), ('마지않다', 'Verb'), ('.', 'Punctuation')]","['또', '막상', '청취', '료', '현금', '내주다', '마당', '당하다', '라디오', '대한', '불평', '겸', '돈', '못내', '아깝다', '서다', '그까짓', '놈', '것', '무엇', '구', '다달이', '돈', '또박또박', '받다', '간다', '그렇다', '티거', '새달버텀', '그만두다', '짜다', '하다', '마지않다']"
279,라디오는 그리하여 아뭏든 그러하고,"[('라디오', 'Noun'), ('는', 'Josa'), ('그리하여', 'Conjunction'), ('아뭏', 'Noun'), ('든', 'Josa'), ('그러하다', 'Adjective')]","['라디오', '아뭏', '그러하다']"
280,그 다음이 명창대횝니다.,"[('그', 'Noun'), ('다음', 'Noun'), ('이', 'Josa'), ('명창', 'Noun'), ('대', 'Modifier'), ('횝니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['그', '다음', '명창', '횝니']"
281,기생이며 광대가 가지각색이요,"[('기생', 'Noun'), ('이며', 'Josa'), ('광대', 'Noun'), ('가', 'Josa'), ('가지각색', 'Noun'), ('이', 'Suffix'), ('요', 'Josa')]","['기생', '광대', '가지각색']"
282,그래서 노래도 여러가지려니와 직접 눈으로 보면서 오래오래 들을 수가 있기 때문에,"[('그래서', 'Adverb'), ('노래', 'Noun'), ('도', 'Josa'), ('여러가지', 'Noun'), ('려니', 'Noun'), ('와', 'Josa'), ('직접', 'Noun'), ('눈', 'Noun'), ('으로', 'Josa'), ('보다', 'Verb'), ('오래오래', 'Noun'), ('들다', 'Verb'), ('수가', 'Noun'), ('있다', 'Adjective'), ('때문', 'Noun'), ('에', 'Josa')]","['노래', '여러가지', '려니', '직접', '눈', '보다', '오래오래', '들다', '수가', '있다', '때문']"
283,감질나는 라디오보다는 그것이 늘 있는 게 아니어서 흠은 흠이지만,"[('감다', 'Verb'), ('라디오', 'Noun'), ('보다는', 'Josa'), ('그것', 'Noun'), ('이', 'Josa'), ('늘', 'Noun'), ('있다', 'Adjective'), ('게', 'Noun'), ('아니다', 'Adjective'), ('흠', 'Noun'), ('은', 'Josa'), ('흠', 'Noun'), ('이지만', 'Josa')]","['감다', '라디오', '그것', '늘', '있다', '게', '아니다', '흠', '흠']"
284,그때그때만은 퍽 생광스럽습니다.,"[('그때', 'Noun'), ('그때', 'Noun'), ('만은', 'Josa'), ('퍽', 'Noun'), ('생광', 'Noun'), ('스럽다', 'Adjective'), ('.', 'Punctuation')]","['그때', '그때', '퍽', '생광', '스럽다']"
285,딱이 윤직원 영감의 소원 같아서는,"[('딱이다', 'Adjective'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('의', 'Josa'), ('소원', 'Noun'), ('같다', 'Adjective')]","['딱이다', '윤직', '영감', '소원', '같다']"
286,그런즉슨 명창대회를 일년 두고 삼 백 예순 날 날마다 했으면 좋을 판입니다.,"[('그런', 'Modifier'), ('즉슨', 'Noun'), ('명창', 'Noun'), ('대회', 'Noun'), ('를', 'Josa'), ('일', 'Modifier'), ('년', 'Noun'), ('두다', 'Verb'), ('삼', 'Noun'), ('백', 'Noun'), ('예순', 'Noun'), ('날', 'Noun'), ('날', 'Noun'), ('마다', 'Josa'), ('하다', 'Verb'), ('좋다', 'Adjective'), ('판', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['즉슨', '명창', '대회', '년', '두다', '삼', '백', '예순', '날', '날', '하다', '좋다', '판', '이다']"
287,이렇듯 천하에 달가운 명창대횐지라,"[('이렇다', 'Adjective'), ('천하', 'Noun'), ('에', 'Josa'), ('달', 'Noun'), ('가운', 'Noun'), ('명창', 'Noun'), ('대', 'Modifier'), ('횐', 'Noun'), ('지라', 'Noun')]","['이렇다', '천하', '달', '가운', '명창', '횐', '지라']"
288,서울 장안에서 언제고 명창대회를 하게 되면 윤직원 영감은 세상없어도 참례를 합니다.,"[('서울', 'Noun'), ('장안', 'Noun'), ('에서', 'Josa'), ('언제', 'Noun'), ('고', 'Josa'), ('명창', 'Noun'), ('대회', 'Noun'), ('를', 'Josa'), ('하다', 'Verb'), ('되다', 'Verb'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('은', 'Josa'), ('세상', 'Noun'), ('없다', 'Adjective'), ('참례', 'Noun'), ('를', 'Josa'), ('하다', 'Verb'), ('.', 'Punctuation')]","['서울', '장안', '언제', '명창', '대회', '하다', '되다', '윤직', '영감', '세상', '없다', '참례', '하다']"
289,만일 어느 명창 대회에 윤직원 영감이 참례를 못한 적이 있다면 그것은 대복이의 태만입니다.,"[('만일', 'Noun'), ('어느', 'Adverb'), ('명창', 'Noun'), ('대회', 'Noun'), ('에', 'Josa'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('이', 'Josa'), ('참례', 'Noun'), ('를', 'Josa'), ('못', 'Noun'), ('한', 'Josa'), ('적', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('그것', 'Noun'), ('은', 'Josa'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('의', 'Josa'), ('태만', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['만일', '명창', '대회', '윤직', '영감', '참례', '못', '적', '있다', '그것', '복', '태만', '이다']"
290,대복이는 멀리 타관에를 심부름 가고 있지 않는 이상 매일같이 골목 밖 이발소에 나가서 라디오의 프로그램과 명창대회나 조선음악연구회 주최의 공연이 있는지를 신문에서 찾아내야 합니다.,"[('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('멀리', 'Noun'), ('타관', 'Noun'), ('에를', 'Josa'), ('심부름', 'Noun'), ('가다', 'Verb'), ('있다', 'Adjective'), ('않다', 'Verb'), ('이상', 'Noun'), ('매일', 'Noun'), ('같이', 'Josa'), ('골목', 'Noun'), ('밖', 'Noun'), ('이발소', 'Noun'), ('에', 'Josa'), ('나가다', 'Verb'), ('라디오', 'Noun'), ('의', 'Josa'), ('프로그램', 'Noun'), ('과', 'Josa'), ('명창', 'Noun'), ('대회', 'Noun'), ('나', 'Josa'), ('조선', 'Noun'), ('음악', 'Noun'), ('연구', 'Noun'), ('회', 'Noun'), ('주최', 'Noun'), ('의', 'Josa'), ('공연', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('신문', 'Noun'), ('에서', 'Josa'), ('찾아내다', 'Verb'), ('하다', 'Verb'), ('.', 'Punctuation')]","['복', '멀리', '타관', '심부름', '가다', '있다', '않다', '이상', '매일', '골목', '밖', '이발소', '나가다', '라디오', '프로그램', '명창', '대회', '조선', '음악', '연구', '회', '주최', '공연', '있다', '신문', '찾아내다', '하다']"
291,대복이가 만일 실수를 해서 윤직원 연감한테 그것을 알으켜 드리지 못 한 결과 혹시 한번이라도,"[('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('만일', 'Noun'), ('실수', 'Noun'), ('를', 'Josa'), ('하다', 'Verb'), ('윤직', 'Noun'), ('원', 'Suffix'), ('연감', 'Noun'), ('한테', 'Josa'), ('그것', 'Noun'), ('을', 'Josa'), ('알다', 'Verb'), ('켜', 'Noun'), ('드리다', 'Verb'), ('못', 'Noun'), ('하다', 'Verb'), ('결과', 'Noun'), ('혹시', 'Noun'), ('한번', 'Noun'), ('이라도', 'Josa')]","['복', '만일', '실수', '하다', '윤직', '연감', '그것', '알다', '켜', '드리다', '못', '하다', '결과', '혹시', '한번']"
292,그 끔직한 굿(구경)에 참례를 못하고서 궐을 했다는 사실을 윤직원 영감이 추후라도 알게 되는 날이면,"[('그', 'Noun'), ('끄다', 'Verb'), ('직하다', 'Adjective'), ('굿', 'Noun'), ('(', 'Punctuation'), ('구경', 'Noun'), (')', 'Punctuation'), ('에', 'Josa'), ('참례', 'Noun'), ('를', 'Josa'), ('못', 'VerbPrefix'), ('하다', 'Verb'), ('궐', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('사실', 'Noun'), ('을', 'Josa'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('이', 'Josa'), ('추후', 'Noun'), ('라도', 'Josa'), ('알', 'Noun'), ('게', 'Josa'), ('되다', 'Verb'), ('날다', 'Verb')]","['그', '끄다', '직하다', '굿', '구경', '참례', '하다', '궐', '하다', '사실', '윤직', '영감', '추후', '알', '되다', '날다']"
293,그때에는 대복이가 집안 가용을 지출하는 데 있어서(가령 두 모만 사야 할 두부를 세 모를 사기 때  문에) 돈을 5전 가량 요외로 더 지출했을 때만큼이나 벼락같은 꾸중을 듣게 됩니다.,"[('그때', 'Noun'), ('에는', 'Josa'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('집안', 'Noun'), ('가용', 'Noun'), ('을', 'Josa'), ('지출', 'Noun'), ('하다', 'Verb'), ('데', 'Noun'), ('있다', 'Adjective'), ('(', 'Punctuation'), ('가령', 'Noun'), ('두', 'Noun'), ('모만', 'Noun'), ('사다', 'Verb'), ('하다', 'Verb'), ('두부', 'Noun'), ('를', 'Josa'), ('세', 'Noun'), ('모르다', 'Verb'), ('사기', 'Noun'), ('때', 'Noun'), ('문', 'Noun'), ('에', 'Josa'), (')', 'Punctuation'), ('돈', 'Noun'), ('을', 'Josa'), ('5', 'Number'), ('전', 'Noun'), ('가량', 'Noun'), ('요', 'Modifier'), ('외로', 'Noun'), ('더', 'Noun'), ('지출', 'Noun'), ('하다', 'Verb'), ('때', 'Noun'), ('만큼이나', 'Josa'), ('벼락', 'Noun'), ('같다', 'Adjective'), ('꾸중', 'Noun'), ('을', 'Josa'), ('듣다', 'Verb'), ('되다', 'Verb'), ('.', 'Punctuation')]","['그때', '복', '집안', '가용', '지출', '하다', '데', '있다', '가령', '두', '모만', '사다', '하다', '두부', '세', '모르다', '사기', '때', '문', '돈', '전', '가량', '외로', '더', '지출', '하다', '때', '벼락', '같다', '꾸중', '듣다', '되다']"
